district,address,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Huangpu,南昌路136弄17号,31.21278,121.56217,4500,1,0,1,0,15,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,四川中路572弄23号,31.21278,121.56217,4500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,马当路278弄78号,31.21278,121.56217,4500,1,1,1,0,28,0,detached lane house,residential,1,1,0,1,0,1,0,0,4
Huangpu,淮海中路542弄12号,31.21278,121.56217,4500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,北京东路288弄51号,31.21278,121.56217,4500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,陕西北路815弄30号,31.24863,121.47429,4500,1,1,1,0,30,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Huangpu,进贤路156弄2号,31.21278,121.56217,4500,1,1,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,万航渡路1496号,31.21278,121.56217,4500,1,1,1,0,42,0,public housing,residential,0,0,0,0,1,0,0,0,1
Huangpu,自忠路49号,31.21278,121.56217,4500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,交通路2285弄20号,31.21278,121.56217,4500,1,1,1,0,35,0,public housing,residential,0,1,1,1,0,0,0,0,3
Minhang,虹井路328号,31.21278,121.56217,4550,2,1,1,0,82,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Minhang,虹井路328号,31.21278,121.56217,4600,2,1,1,0,61,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,武康路391弄1号,31.21269,121.440646,4600,1,0,1,0,21,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,梦花街91号,31.21873,121.488134,4600,1,1,1,0,58,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,梦花街73弄1号,31.21278,121.56217,4600,2,2,3,0,60,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,梦花街73弄1号,31.21278,121.56217,4600,1,1,1,0,60,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,桂林西街30弄20号,31.21278,121.56217,4600,1,0,1,0,25,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,建国东路151号,31.21278,121.56217,4600,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,梦花街73弄1号,31.21278,121.56217,4600,1,1,1,0,58,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Jing'an,康定路888弄9号,31.21278,121.56217,4600,1,1,1,0,30,0,attached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,龙水南路64号,31.21278,121.56217,4600,2,1,1,0,55,0,public housing,residential,0,1,1,0,0,1,0,0,3
Huangpu,新天地路98号,31.21278,121.56217,4600,1,1,1,0,60,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,浦东南路1288号,31.21278,121.56217,4600,1,1,1,0,37,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,天平路212弄10号,31.21278,121.56217,4600,1,1,1,0,35,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,巨鹿路584号,31.21278,121.56217,4600,1,0,1,0,12,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,新天地建国东路151号,31.21278,121.56217,4600,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,安福路275弄9号,31.21278,121.56217,4700,1,0,1,0,20,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Changning,法华镇路792弄,31.21278,121.56217,4700,1,1,1,0,46,0,public housing,residential,1,1,0,0,1,1,0,0,4
Huangpu,进贤路122弄6号,31.21278,121.56217,4700,1,1,1,0,50,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Minhang,莘松三村26号,31.21278,121.56217,4799,2,1,1,0,64,0,public housing,residential,0,1,1,0,1,0,0,0,3
Minhang,都市路3635弄76号,31.21278,121.56217,4800,2,1,1,0,74,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,重庆北路319弄154号,31.21278,121.56217,4800,1,1,1,1,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,进贤路156弄9号,31.21278,121.56217,4800,1,1,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,襄阳南路239弄1号,31.214093,121.456784,4800,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,陕西南路287弄3号,31.21278,121.56217,4800,1,1,1,0,25,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,建国西路104号,31.21278,121.56217,4800,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,复兴中路553弄13号,31.21278,121.56217,4800,1,0,1,0,18,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Changning,愚园路1075号,31.21278,121.56217,4800,1,0,1,0,22,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Xuhui,太原路181弄,31.21278,121.56217,4800,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Putuo,农林路101弄2号,31.21278,121.56217,4800,1,1,1,0,32,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,茂名北路73弄,31.21278,121.56217,4800,1,0,1,0,15,0,attached lane house,residential,1,1,0,1,1,0,0,0,4
Jing'an,芷江西路220弄41号,31.21278,121.56217,4800,1,0,1,0,32,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,常熟路116弄6号,31.217203,121.448813,4800,1,0,1,0,15,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,高安路9弄11号,31.21278,121.56217,4800,1,0,0,0,30,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,茶陵路225弄1号,31.21278,121.56217,4800,1,0,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,陕西南路287弄27号,31.21278,121.56217,4800,1,0,1,0,23,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,娄山关路815弄151号,31.21638,121.40587,4800,1,1,1,1,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,梅园三街坊3号,31.21278,121.56217,4840,1,1,1,0,29,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,延安中路740弄3号,31.21278,121.56217,4900,1,0,1,1,30,0,detached lane house,multi-use,0,1,0,0,0,0,1,0,2
Xuhui,天平路208弄10号,31.21278,121.56217,4900,1,0,1,0,22,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,延安中路740弄3号,31.21278,121.56217,4900,1,0,1,1,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,金汤路353弄,31.21278,121.56217,4900,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,襄阳南路510弄9号,31.21278,121.56217,4900,1,0,1,0,25,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,乌鲁木齐中路162弄1号,31.21607,121.44443,4900,1,0,1,0,15,0,detached lane house,multi-use,0,0,0,0,0,0,0,0,0
Xuhui,龙水南路3号,31.21278,121.56217,4900,2,1,1,0,65,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,福州路296号,31.21278,121.56217,5000,2,2,1,0,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,尚文路133弄30号,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,延安中路507弄18号,31.21278,121.56217,5000,1,1,1,0,50,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,肇周路332弄12号,31.21278,121.56217,5000,1,0,1,0,30,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,尚文路133弄30号,31.21278,121.56217,5000,1,1,1,0,25,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,朝南带大露台路3434号,31.21278,121.56217,5000,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,尚文路133弄101号,31.21278,121.56217,5000,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,延安中路铜仁路88弄88号,31.22437,121.4473,5000,1,1,1,0,40,0,public housing,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,乌鲁木齐南路396号,31.21278,121.56217,5000,1,1,1,0,55,0,public housing,residential,1,1,0,0,1,0,0,0,3
Huangpu,山西南路339号,31.21278,121.56217,5000,2,1,1,1,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,华山路351弄10号,31.21278,121.56217,5000,1,1,1,0,28,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,安亭路133号,31.21278,121.56217,5000,1,1,1,1,15,0,detached lane house,residential,0,1,0,1,1,0,1,0,4
Pudong,成山路24弄57号,31.21278,121.56217,5000,1,1,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,愚园路576弄30号,31.21278,121.56217,5000,1,0,1,0,36,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,浦东南路1630号,31.21278,121.56217,5000,1,1,1,0,35,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Pudong,浦三路628弄1号,31.183175,121.521383,5000,1,1,1,0,50,0,public housing,residential,1,1,1,1,1,1,0,0,6
Huangpu,淮海中路542弄1号,31.218124,121.462857,5000,1,0,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,淮海中路584弄9号,31.21278,121.56217,5000,1,1,1,0,35,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,山西南路58号,31.21278,121.56217,5000,1,1,1,0,40,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,万航渡路2488弄2488号,31.21278,121.56217,5000,1,1,1,0,38,0,public housing,residential,1,0,0,0,0,0,0,0,1
Xuhui,巨鹿路401弄3号,31.21278,121.56217,5000,1,1,1,0,40,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,瑞金二路129弄1号,31.20661631,121.4668641,5000,1,1,1,0,30,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,新闸路1229号,31.21278,121.56217,5000,1,0,1,0,36,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,淮海中路1487弄1号,31.218124,121.462857,5000,1,0,1,0,15,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Xuhui,常熟路116弄5号,31.21278,121.56217,5000,1,0,1,0,30,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Huangpu,尚文路133弄3号,31.21278,121.56217,5000,1,1,1,0,25,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,延安中路749弄11号,31.21278,121.56217,5000,1,1,1,0,23,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Huangpu,威海路172弄7号,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,安福路228弄1号,31.21278,121.56217,5000,1,1,1,0,18,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Jing'an,长乐路764弄13号,31.21278,121.56217,5000,1,0,1,0,21,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,进贤路180弄8号,31.21278,121.56217,5000,1,0,1,0,38,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,富民路210弄,31.21278,121.56217,5000,1,1,1,1,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,尚文路133弄101号,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,铜川路2555弄22号,31.21278,121.56217,5000,2,0,1,0,46,0,public housing,residential,0,1,1,1,0,0,0,0,3
Jing'an,长乐路764弄13号,31.21278,121.56217,5000,1,0,1,0,29,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,梦花街73弄1号,31.21278,121.56217,5000,1,1,1,0,50,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,龙华西路21弄,31.21278,121.56217,5000,2,1,1,0,60,0,public housing,residential,0,0,0,0,0,1,0,0,1
Baoshan,逸仙路1321弄124号,31.21278,121.56217,5000,2,1,1,0,62,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,富民路61弄6号,31.21278,121.56217,5000,1,1,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Baoshan,杨桃路185弄53号,31.21278,121.56217,5000,3,1,1,0,95,0,public housing,residential,0,1,1,1,1,0,0,0,4
Huangpu,梦花街73弄1号,31.21278,121.56217,5000,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,延安中路507弄18号,31.21278,121.56217,5000,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,建国东路151号,31.21278,121.56217,5000,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,淮海中路1893弄1号,31.218124,121.462857,5000,1,0,1,0,30,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,新闸路1940弄1号,31.224469,121.437992,5000,1,1,1,0,35,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,万航渡路21弄9号,31.227947,121.43115,5000,1,1,1,0,30,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,建国中路26号,31.21278,121.56217,5000,1,0,1,0,30,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,宁海东路41号,31.21278,121.56217,5001.88,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Putuo,清峪路81弄16号,31.21278,121.56217,5060,1,1,1,0,47,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,南丹路286弄4号,31.21278,121.56217,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,南丹路286弄4号,31.21278,121.56217,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,南丹路286弄4号,31.21278,121.56217,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,建国东路151弄5号,31.21278,121.56217,5111,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,肇周路233弄12号,31.21278,121.56217,5111,1,0,1,0,20,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Changning,天山四村151号,31.21278,121.56217,5200,1,1,1,1,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,昭化东路200弄4号,31.21278,121.56217,5200,1,0,1,0,38,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,重庆南路205弄,31.21278,121.56217,5200,1,1,1,0,30,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,淮海中路1487弄3号,31.21378,121.452465,5200,1,0,1,0,20,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Hongkou,祥德路319弄43号,31.21278,121.56217,5200,1,1,1,0,38,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Huangpu,四川南路44弄,31.21278,121.56217,5200,1,1,1,0,48,0,public housing,residential,1,1,0,0,1,1,0,0,4
Putuo,铜川路2285弄24号,31.21278,121.56217,5200,2,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,延安西路649弄75号,31.21822,121.43709,5200,1,1,1,0,42,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,襄阳南路452弄131号,31.21278,121.56217,5200,1,0,1,0,26,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,江西中路412弄41号,31.21278,121.56217,5200,1,1,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,余庆路181号,31.21278,121.56217,5200,1,0,1,0,25,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Huangpu,进贤路156弄2号,31.21278,121.56217,5200,1,1,1,0,38,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,愚园路579弄48号,31.21278,121.56217,5200,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,绍兴路56弄6号,31.21278,121.56217,5200,1,1,1,0,45,0,attached lane house,residential,0,1,1,0,0,0,0,1,3
Jing'an,愚园路532弄,31.21278,121.56217,5200,1,0,1,0,18,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,复兴中路1317号,31.21278,121.56217,5200,1,1,1,1,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,茶陵路65弄1号,31.21278,121.56217,5200,1,1,1,0,40,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,马当路278弄78号,31.21278,121.56217,5200,1,1,1,0,32,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,延庆路82号,31.21278,121.56217,5200,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,厦门路115号,31.21278,121.56217,5300,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,重庆南路39弄4号,31.21278,121.56217,5300,1,0,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,厦门路115号,31.21278,121.56217,5300,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,永嘉路386弄9号,31.21278,121.56217,5300,1,0,1,0,27,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,汾阳路112弄1楼,31.21278,121.56217,5300,1,0,1,0,30,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Pudong,浦东大道318号,31.21278,121.56217,5300,1,0,1,0,32,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,永嘉路580弄2号,31.21278,121.56217,5300,1,0,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,严杨璐165弄19号,31.21278,121.56217,5400,2,1,1,0,58,0,public housing,residential,0,1,0,0,1,0,0,0,2
Huangpu,肇周路332弄12号,31.21278,121.56217,5432.1,1,1,1,0,25,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,陕西北路119弄,31.24863,121.47429,5500,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,新乐路142号,31.21278,121.56217,5500,1,1,1,1,25,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Changning,武夷路519弄54号,31.21278,121.56217,5500,1,1,1,0,45,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Jing'an,陕西北路119弄3号,31.24185713,121.4426885,5500,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,常德路587弄8号,31.21278,121.56217,5500,1,1,1,1,50,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Xuhui,陕西南路271弄2号,31.21278,121.56217,5500,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,江阴路111弄0303号,31.21278,121.56217,5500,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,进贤路93弄1号,31.21278,121.56217,5500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,常熟路163弄9号,31.21278,121.56217,5500,1,0,1,0,20,0,attached lane house,multi-use,0,1,0,1,0,0,0,0,2
Huangpu,浙江中路118弄23号,31.21278,121.56217,5500,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,永福路147弄61号,31.21278,121.56217,5500,1,0,1,0,30,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,永康路37弄32号,31.21278,121.56217,5500,1,1,1,0,29,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Huangpu,山西南路349弄11号,31.21278,121.56217,5500,2,1,1,0,45,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,愚园路576弄39号,31.21278,121.56217,5500,1,0,1,0,40,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Jing'an,新闸路1124弄16号,31.21278,121.56217,5500,1,1,1,0,30,0,detached lane house,residential,1,1,1,1,0,0,1,0,5
Putuo,北石路115号,31.21278,121.56217,5500,2,0,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,高邮路5弄28号,31.21278,121.56217,5500,1,0,1,0,18,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,番禺路1170弄7号,31.21278,121.56217,5500,1,0,1,0,42,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,淮海中路526弄23号,31.21278,121.56217,5500,1,0,1,0,25,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Huangpu,江阴路111弄362号,31.21278,121.56217,5500,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,茂名南路159弄,31.21278,121.56217,5500,1,0,1,0,30,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,衡山路300弄5号,31.21278,121.56217,5500,1,0,1,0,35,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,南京西路1978号,31.21278,121.56217,5500,1,1,1,1,15,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,嘉善路140弄6号,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Huangpu,滇池路119号,31.21278,121.56217,5500,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,江阴路111弄251号,31.21278,121.56217,5500,1,1,1,0,50,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,进贤路156弄3号,31.21278,121.56217,5500,1,1,1,0,12,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,北京西路605弄30号,31.21278,121.56217,5500,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Xuhui,余庆路108号,31.21278,121.56217,5500,1,1,1,0,25,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,乌鲁木齐南路155号,31.21278,121.56217,5500,1,0,1,0,20,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,乌鲁木齐中路148弄2号,31.21607,121.44443,5500,1,0,1,0,15,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,安福路189弄4号,31.21278,121.56217,5500,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,德州路465弄5号,31.21278,121.56217,5500,1,1,1,0,45,0,public housing,residential,0,1,1,1,0,1,0,0,4
Jing'an,黄金城道500弄17号,31.21278,121.56217,5500,1,1,1,0,48,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,富民路255弄7号,31.21278,121.56217,5500,1,0,1,0,34,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,马当路278弄21号,31.21278,121.56217,5500,1,1,1,1,32,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Jing'an,南京西路591弄101号,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,四川中路572弄23号,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Pudong,沈家弄路901弄10号,31.21278,121.56217,5500,1,1,1,0,38,0,public housing,residential,0,1,1,1,0,0,0,0,3
Jing'an,南京西路1915弄,31.21278,121.56217,5500,1,1,1,0,55,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,延安中路507弄18号,31.21278,121.56217,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Zhabei,洛川中路309弄37号,31.21278,121.56217,5500,2,1,1,0,52,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,陕西南路271弄23支弄2号,31.21278,121.56217,5500,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,建国中路26弄1号,31.208703,121.467784,5500,1,0,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,湖南路280弄9号,31.21278,121.56217,5500,1,0,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Putuo,中山北路2655弄8号,31.21278,121.56217,5600,2,0,1,0,45,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,双山路131弄6号,31.21278,121.56217,5600,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,绍兴路19号,31.21278,121.56217,5600,1,0,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,乳山路108号,31.21278,121.56217,5600,1,0,1,0,37,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Huangpu,新天地建国东路151号,31.21278,121.56217,5600,1,1,1,0,38,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,建国西路62号,31.21278,121.56217,5600,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,宁海东路2332弄3号,31.21278,121.56217,5656,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,宁海东路41号3,31.21278,121.56217,5656,1,1,1,0,20,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,南京西路1081弄138号,31.21278,121.56217,5700,1,1,1,0,37,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,宛平南路727号,31.187877,121.452081,5700,1,1,1,0,45,0,public housing,residential,1,1,1,1,1,1,0,0,6
Changning,昭化东路82弄1号,31.214904,121.436687,5700,1,0,1,0,36,0,public housing,residential,0,1,1,0,0,0,0,0,2
